,Unnamed: 0_x,video_id,views_x,subscriberCount,category_id_1,category_id_2,category_id_10,category_id_15,category_id_17,category_id_19,category_id_20,category_id_22,category_id_23,category_id_24,category_id_25,category_id_26,category_id_27,category_id_28,category_id_29,Unnamed: 0_y,Unnamed: 0.1,trending_date,title,channel_title,category_id,tags,views_y,likes,dislikes,comment_count,thumbnail_link,comments_disabled,ratings_disabled,video_error_or_removed,publish_date,days_to_trending,dislike_percentage,like_percentage,sentence_importance
170,79,VV7LMEbd1Es,343253,500500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,962,1040,2018-02-09,アニメ『衛宮さんちの今日のごはん』第二話「鮭ときのこのバターホイル焼き」,アニプレックス,1,"衛宮さんちの今日のご飯|""Fate""|""フェイト""|""TYPE-MOON""|""アニプレックス""|""杉山紀彰""|""えみやごはん""|""アニメ""|""川澄綾子""|""ufotable""|""只野まこと""|""TAa""|""FGO""|""神奈延年""|""門脇舞以""|""ランサー""|""セイバー""",343253,8871,105,1258.0,https://i.ytimg.com/vi/VV7LMEbd1Es/default.jpg,False,False,False,2018-02-08,1.0,0.011697860962566843,0.9883021390374332,3.9793117695598825
173,82,sC32d0BmcJk,38067,219574.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12703,13653,2018-02-09,登美丘高校ダンス部OGアサちゃん主演 フレッシャーズダンス『君はすばらしい！』,アカネキカク,24,"AOKI|""アオキ""|""フレッシャーズダンス""|""フレッシャーズ""|""ダンス動画""|""登美丘""|""登美丘ダンス部""|""アサちゃん""|""朝""|""アカネキカク""|""登美丘高校ダンス部""|""TDC""",38067,2311,47,168.0,https://i.ytimg.com/vi/sC32d0BmcJk/default.jpg,False,False,False,2018-02-08,1.0,0.01993214588634436,0.9800678541136556,3.5100252020191864
176,83,W9g0-vPBkXc,19255,107215.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7915,8510,2018-02-09,アニメ「タヌキとキツネ」第1話,「タヌキとキツネ」公式YouTubeチャンネル,22,"あたもと|""アタモト""|""たぬきときつね""|""タヌキとキツネ""|""Tanukitokitsune""|""癒やし動画""|""アニメ""|""ショートアニメ""|""レスプリ""|""れすぷり""|""ぎゃざりんぐ""|""ギャザリング""|""ドンファン""|""サウンドチーム・ドンファン""|""山田陽""|""こぐま""|""月見里智弘""|""フロンティアワークス""|""ふろんてぃあわーくす""|""リラクトコミックス""|""りらくとこみっくす""|""りらくと""|""リラクト""|""タヌキトキツネ""|""動物""|""かわいい""",19255,2612,6,95.0,https://i.ytimg.com/vi/W9g0-vPBkXc/default.jpg,False,False,False,2018-02-08,1.0,0.002291825821237586,0.9977081741787625,2.543891887128189
180,84,bAjxXtN81n8,16608,470990.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11978,12862,2018-02-09,ピーター・マイアン①大人気キャラクター『らくだのラディ』の生みの親。家族への愛に満ちたその創作活動を生前の貴重な映像とともにお届けします。【ロバート秋山のクリエイターズ・ファイル#35】,ロバート秋山の「クリエイターズ・ファイル」,24,"ロバート|""イラストレーター""",16608,997,22,395.0,https://i.ytimg.com/vi/bAjxXtN81n8/default.jpg,False,False,False,2018-02-09,0.0,0.02158979391560353,0.9784102060843964,5.580400353494055
184,85,UaGK8MCVZyE,113779,925245.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14310,15388,2018-02-09,カメレオン,ユーチューバー 草彅チャンネル,24,"草彅剛|""草彅""|""剛""|""草なぎ""|""くるみ""|""くるチューバー""|""歌ってみた""|""弾き語り""",113779,10371,463,645.0,https://i.ytimg.com/vi/UaGK8MCVZyE/default.jpg,False,False,False,2018-02-08,1.0,0.042735831641129776,0.9572641683588702,1.0
187,87,ishsnPy0XOU,53963,87946.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13132,14116,2018-02-09,【特報】NGT48 3rd シングル「春はどこから来るのか？」2018.4.11 release！ / NGT48[公式],NGT48,24,"NGT48オフィシャルYTチャンネル|""NGT48""|""NGT""|""AKB""|""AKB48""|""SKE48""|""NMB48""|""HKT48""|""春はどこから来るのか？""|""加藤美南""|""北原里英""|""中井りか""|""柏木由紀""|""荻野由佳""|""西潟茉莉奈""|""山口真帆""|""村雲颯香""|""高倉萌香""|""太野彩香""|""本間日陽""|""小熊倫実""|""佐藤杏樹""|""山田野絵""|""菅原りこ""|""長谷川玲奈""|""宮島亜弥""|""中村歩加""|""西村菜那子""|""奈良未遥""|""大滝友梨亜""|""髙橋真生""|""清司麗菜""|""日下部愛菜""|""角ゆりあ""",53963,1399,107,156.0,https://i.ytimg.com/vi/ishsnPy0XOU/default.jpg,False,False,False,2018-02-08,1.0,0.07104913678618859,0.9289508632138114,3.747712627445555
189,88,z0RPAaITyyg,37037,279231.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5966,6399,2018-02-09,Her Story　実況プレイ,わいわい,20,"わいわい|""面白い""|""笑える""|""ニコニコ""|""生放送""|""PUBG""|""FPS""",37037,552,18,40.0,https://i.ytimg.com/vi/z0RPAaITyyg/default.jpg,False,False,False,2018-02-08,1.0,0.03157894736842105,0.9684210526315792,1.9846791830502308
191,90,Hv18-l6kESg,452195,4339035.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16009,17219,2018-02-09,アイスの中身、土でも食べちゃう説。【ドッキリ】,すしらーめん《りく》,24,"すしらーめん|""りく""|""学生""|""おもしろ""|""動画""|""バカ""|""面白""|""実験""|""youtuber""|""土""|""ドッキリ""|""バァバ""|""アイス""|""スーパーカップ""",452195,26514,1865,4030.0,https://i.ytimg.com/vi/Hv18-l6kESg/default.jpg,False,False,False,2018-02-08,1.0,0.06571760809048945,0.9342823919095106,3.001631759230687
193,91,YkGeOCP0JgU,108568,464451.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10538,11312,2018-02-09,【奇跡】卍の書き順分かる奴0人説検証中にハプニング連発wwwww,よさこいバンキッシュ,23,"よさこいバンキッシュ|""わきを""|""オナブタ""|""ステップ""|""Kiii""|""よきき""|""怪盗ピンキー""|""ブライアン""|""ウィエンナ""|""美女""|""女の子""|""放送事故""",108568,2454,216,275.0,https://i.ytimg.com/vi/YkGeOCP0JgU/default.jpg,False,False,False,2018-02-08,1.0,0.08089887640449438,0.9191011235955056,3.8185700847126505
195,97,wIdrjXroKC0,155479,1304066.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4936,5274,2018-02-09,釣ってきたアジとアラカブでシーフードピザを作る！,釣りよかでしょう。,17,"Fishing|""bassfishing""|""釣り""|""バス釣り""|""ブラックバス""|""ブラックバス釣り""|""ライトショアジギング""|""ショアジギング""|""ジギング""|""佐賀よかでしょう""|""釣りよかでしょう""|""泳がせ釣り""|""アジング""|""エギング""|""佐賀""|""福岡""|""長崎""|""大分""|""熊本""|""宮崎""|""鹿児島""|""九州""|""おかっぱり""|""陸っぱり""|""野池""|""リザーバー""|""クリーク""|""川""|""川バス""|""バスフィッシング""|""春""|""夏""|""秋""|""冬""|""ルアーフィッシング""",155479,1773,128,258.0,https://i.ytimg.com/vi/wIdrjXroKC0/default.jpg,False,False,False,2018-02-08,1.0,0.06733298264071541,0.9326670173592846,3.152789189543061
197,99,6qT5wAc3fEY,3136,108117.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2630,2792,2018-02-09,あ！落ちる！仔猫を助けたアビシニアン【瀬戸のるか日記】Luca kitten rescued,Miaou,15,"miaou|""みゃう""|""猫部屋""|""cats""|""room""|""まや""|""maya""|""chipie""|""mimi""|""しぴ""|""みみ""|""black""|""cat""|""ミケ""|""mike""|""クロ""|""Kuro""|""瀬戸の三毛猫日記""|""Mike""|""diary""|""of""|""seto""|""瀬戸の黒猫日記""|""おもしろい猫""|""かわいい猫""|""funny""|""cute""|""kitty""|""pet""|""lucu""|""kucing""|""chat""|""mignon""|""القط""|""لطيف""|""Симпатичный""|""кот""|""gato""|""bonito""|""ぬこ""|""liar""|""zwerfkat""|""кошка""|""แมวน่ารัก""|""子猫""|""Kitten""|""小猫""|""Animal""|""yt:cc=on""|""luca""|""mer""|""Abyssinian""|""アビシニアン""|""るか""|""める""|""にゃんラジオ""|""猫部屋ラジオ局""",3136,385,7,41.0,https://i.ytimg.com/vi/6qT5wAc3fEY/default.jpg,False,False,False,2018-02-09,0.0,0.017857142857142856,0.9821428571428572,3.56428694034679
199,101,_tjVER3BDW8,11028,2051122.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18245,19583,2018-02-09,Toge Toge Bon Bons (vegan) ☆ 黒糖シークワーサートゲトゲボンボンの作り方,Peaceful Cuisine,26,"bonbon|""bonbons""|""bon-bon""|""bon-bons""|""truffles""|""chocolate""|""vegan""|""cacao nibs""|""cacao paste""|""recipe""",11028,840,8,59.0,https://i.ytimg.com/vi/_tjVER3BDW8/default.jpg,False,False,False,2018-02-09,0.0,0.009433962264150943,0.9905660377358492,2.5333933266457898
201,102,_j2MiTRDkuY,6998,229499.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18186,19519,2018-02-09,台湾の吉野家【豪華朝定食】牛丼yosinoya,KENICHI ケニチ,26,"ケニチ|""kenichi""|""yosinoya""|""taiwan""|""台湾""|""グルメ""|""牛丼""|""すき家""|""松屋""|""吉野家 牛丼""|""朝ご飯""|""台湾 吉野家""|""台湾 牛丼""",6998,144,30,13.0,https://i.ytimg.com/vi/_j2MiTRDkuY/default.jpg,False,False,False,2018-02-08,1.0,0.1724137931034483,0.8275862068965517,2.869413589193558
203,103,3p7W5r4t3As,157029,834222.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2219,2369,2018-02-09,Aimer 『Ref:rain』(Short Ver.),Aimer Official YouTube Channel,10,"PV|""MV""|""Aimer""|""エメ""|""『Ref:rian』(Short Ver.)""|""リフレイン""|""FULL""|""新曲""|""恋雨""|""恋は雨上がりのように""|""Refrain""|""リフレイン Aimer""|""Fate""|""UBW""|""HF""|""Heaven's""|""Feel""|""apocrypha ベスト""|""BEST""|""主題歌""|""OP""|""ED""|""CM""",157029,6544,48,443.0,https://i.ytimg.com/vi/3p7W5r4t3As/default.jpg,False,False,False,2018-02-08,1.0,0.0072815533980582535,0.9927184466019418,2.202595912984439
205,104,rmON2pSUdqM,88607,472912.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9026,9690,2018-02-09,インドの揚げパンケーキ マルプアの作り方 / Indian Malpua,今日ヤバイ奴に会った,22,"インド|""パンケーキ""|""マルプア""|""お菓子""|""スイーツ""|""屋台""|""ごはん""|""グルメ""|""旅行""|""料理""|""クッキング""|""今日ヤバイ奴に会った""",88607,2590,39,512.0,https://i.ytimg.com/vi/rmON2pSUdqM/default.jpg,False,False,False,2018-02-08,1.0,0.014834537847090146,0.9851654621529101,2.735212344181639
207,107,eMONEl5YQxQ,92767,810217.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4722,5041,2018-02-09,EP5 無人島で1つだけ持っていけるとしたら何を持って行きますか？,ハイサイ探偵団,17,"ハイサイ探偵団|""沖縄""|""釣り""|""サバイバル""|""サバゲー""|""ハイサイ""|""ドッキリ""|""スペースデリバリー""|""ワールドクッキング""|""ワールドキッチン""|""3分クッキング""|""捌く動画""|""魚""|""巨大魚""|""サメ""|""オオウナギ""|""高級魚""|""危険""|""過酷""|""絶景""|""ポイント""|""haisai""|""スポット""|""南大東島""|""北大東島""|""釣り生活""|""ヘビ""|""蛇""|""ハブ""|""EP5""|""無人島""",92767,1627,862,1548.0,https://i.ytimg.com/vi/eMONEl5YQxQ/default.jpg,False,False,False,2018-02-08,1.0,0.3463238248292487,0.6536761751707513,3.718827799148987
209,111,04YcnWKdOb0,112678,100264.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3588,3817,2018-02-09,秋田犬氷食べの邪魔をする雨垂れに歯向かう【akita dog puppy】,秋田犬げんき,15,"秋田犬|""げんき""|""akita""|""inu""|""dog""|""Akita (dog)""|""子犬""|""puppy""|""ゆうき""",112678,2901,30,216.0,https://i.ytimg.com/vi/04YcnWKdOb0/default.jpg,False,False,False,2018-02-08,1.0,0.010235414534288641,0.9897645854657112,3.475001822942615
211,112,x2Sp2ARYcSY,12122,45244.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1541,1671,2018-02-09,2018年度 全日本吹奏楽コンクール課題曲 Ⅳ コンサート･マーチ「虹色の未来へ」,wishwindorch,10,[none],12122,780,14,128.0,https://i.ytimg.com/vi/x2Sp2ARYcSY/default.jpg,False,False,False,2018-02-08,1.0,0.017632241813602016,0.982367758186398,3.6989927170765715
213,115,YIjcz8xlYjg,101246,11532711.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2078,2226,2018-02-09,BIGBANG JAPAN DOME TOUR 2017 -LAST DANCE- (TEASER_DVD & Blu-ray 3.14 on sale),BIGBANG,10,"빅뱅|""탑""|""지드래곤""|""태양""|""승리""|""대성""|""TOP""|""GD""|""TAEYANG""",101246,8247,62,396.0,https://i.ytimg.com/vi/YIjcz8xlYjg/default.jpg,False,False,False,2018-02-08,1.0,0.007461788422192803,0.9925382115778072,3.9504602559408015
215,116,dzxFdtWmjto,5599238,3715696.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16765,18006,2018-02-09,VENOM - Official Teaser Trailer (HD),Sony Pictures Entertainment,24,"Venom|""Venom Movie""|""Venom (2018)""|""Marvel""|""Marvel Comics""|""Planet of the Symbiotes""|""Eddie Brock""|""Tom Hardy""|""Ruben Fleischer""|""Spider-man""|""Spider-man: Homecoming""|""Michelle Williams""|""Jenny Slate""|""Riz Ahmed""|""Spider-man Spinoff""|""We Are Venom""|""Peter Parker""|""Sony Pictures Entertainment""|""film""|""movie""|""official""",5599238,128725,15751,20888.0,https://i.ytimg.com/vi/dzxFdtWmjto/default.jpg,False,False,False,2018-02-08,1.0,0.10902156759600212,0.8909784324039979,2.190415805418885
217,118,LyhoUNm3xwo,120326,1409386.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2127,2275,2018-02-09,【ピアノ】「POP TEAM EPIC」 を弾いてみた 【ポプテピピックOP】,marasy8,10,"まらしぃ|""marasy8""|""ピアノ""|""piano""",120326,7626,53,1085.0,https://i.ytimg.com/vi/LyhoUNm3xwo/default.jpg,False,False,False,2018-02-08,1.0,0.006901940356817294,0.9930980596431828,3.1007134704727326
219,120,_MfVpGaUhYQ,2524,217663.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2623,2785,2018-02-09,のせ猫 x みかんの皮帽子　180209,かご猫 Ｂｌｏｇ,15,"ねこ|""猫""|""ネコ""|""cat""|""Pets""|""かご猫Ｂｌｏｇ""|""かご猫""|""funny""|""cute""|""art""|""かご""|""シロ""|""しろ""|""のせ猫""|""猫叔""|""kitty""|""pets""|""shironeko""|""noseneko""|""kagoneko""|""動画""|""みかん""|""帽子""|""皮""",2524,248,5,27.0,https://i.ytimg.com/vi/_MfVpGaUhYQ/default.jpg,False,False,False,2018-02-09,0.0,0.01976284584980237,0.9802371541501976,2.6740617940247406
221,121,WRTJ-1CNrt4,140080,426752.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1345,1462,2018-02-09,公道走行可のカートを作る part3 フレーム延長,GUNMA-17,2,"カート|""フレーム""|""加工""|""GUNMA""",140080,3827,100,400.0,https://i.ytimg.com/vi/WRTJ-1CNrt4/default.jpg,False,False,False,2018-02-08,1.0,0.02546473134708429,0.9745352686529156,3.085010434299545
223,124,91ZunNmQpAw,31035,39914.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10421,11189,2018-02-09,ダースちゃんねる　GUNMA17指導のプロジェクト始動！？,ダースちゃんねる,23,"GUNMA17|""カート""|""ダース""|""群馬""|""加工""|""改造""|""車""|""バイク""",31035,944,73,165.0,https://i.ytimg.com/vi/91ZunNmQpAw/default.jpg,False,False,False,2018-02-08,1.0,0.07177974434611603,0.928220255653884,2.84856499169524
224,126,9U-CRsPd4ME,18541,16413.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12060,12953,2018-02-09,稲垣吾郎さんインタビュー｜BLOG of the year 2017 最優秀賞,AmebaOfficialChannel,24,"Ameba|""アメーバ""|""ameba""|""アメブロ""|""あめーば""|""AmebaOfficial""|""#Ameba""|""#アメーバ""|""#ameba""|""#アメブロ""|""ブログ""|""Blog""|""芸能人ブログ""|""サイバーエージェント""|""株式会社サイバーエージェント""|""Cyberagent""|""AbemaTV""|""BLOG of the year""|""ブログオブザイヤー""|""稲垣吾郎""|""GoroInagaki""|""ブロガー稲垣""|""新しい別の窓""|""SMAP""|""#SMAP""|""72時間ホンネテレビ""|""#72時間ホンネテレビ""|""ホンネテレビ""|""#ホンネテレビ""|""パリピア""|""#パリピア""|""paripia!""|""新しい地図""|""クソ野郎と美しい世界""",18541,2168,16,51.0,https://i.ytimg.com/vi/9U-CRsPd4ME/default.jpg,False,False,False,2018-02-08,1.0,0.007326007326007327,0.9926739926739928,3.22403425126585
225,127,bw-5XM5iOdY,26011,5990260.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1660,1795,2018-02-09,iKON - PRIVATE STAGE [RE·-KONNECT],iKON,10,"BOBBY|""SONG""|""JUNE""|""DK""|""CHAN""|""BI""|""iKON""|""바비""|""김바비""|""JAY""",26011,4857,5,260.0,https://i.ytimg.com/vi/bw-5XM5iOdY/default.jpg,False,False,False,2018-02-09,0.0,0.0010283833813245578,0.9989716166186754,2.214424929457524
226,128,Zcz-B4O1VRs,118121,750351.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14385,15470,2018-02-09,【遺体】と【死体】の違い。学校では教えてくれない隠れた放送用語,れいでぃお たっくーTV,24,"たっくー|""たっくーTV""|""放送禁止""|""放送用語""|""怖い""|""ホラー""|""隠語""|""歩乃華""|""saymu""",118121,5398,76,1015.0,https://i.ytimg.com/vi/Zcz-B4O1VRs/default.jpg,False,False,False,2018-02-08,1.0,0.013883814395323348,0.9861161856046766,3.6037353724012022
227,130,4uTNVumfm84,2455067,15379142.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2541,2698,2018-02-09,Maroon 5 - Wait,Maroon5VEVO,10,"Maroon|""Wait""|""222""|""Records/Interscope""|""Records""|""Pop""",2455067,197042,3139,11350.0,https://i.ytimg.com/vi/4uTNVumfm84/default.jpg,False,False,False,2018-02-08,1.0,0.01568080886797448,0.9843191911320256,1.6612921189220202
228,135,TwoaYQFdvWY,133724,728327.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14572,15675,2018-02-09,【3.10公開!】『劇場版 ウルトラマンジード つなぐぜ! 願い!!』最新PV 第2弾・ロングver.！ -公式配信-,Tsuburaya Prod. Official Channel,24,"ウルトラマンジード|""ウルトラマンオーブ""|""ウルティメイトファイナル""|""ウルトラマンゼロ""|""ウルトラマンべリアル""|""ジャグラス ジャグラー""|""クレナイ ガイ""|""朝倉リク""|""濱田龍臣""|""石黒英雄""|""青柳尊哉""|""ウルティメイトフォースゼロ""|""声優""|""宮野真守""|""特撮""|""ヒーロー""|""ウルトラマン""|""ウルトラセブン""|""映画""|""劇場版""|""円谷""|""沖縄""|""本仮屋 ユイカ""|""三森 すずこ""|""潘 めぐみ""|""浅沼 晋太郎""|""緑川 光""|""神谷 浩史""|""関 智一""|""入野 自由""|""田中 秀幸""|""坂本 浩一""|""May J.""|""ディスニー""|""主題歌""|""Ultraman Geed""|""movie""|""trailer""|""preview""|""ultraman zero""|""ultraman orb""|""ultraman berial""",133724,2347,47,675.0,https://i.ytimg.com/vi/TwoaYQFdvWY/default.jpg,False,False,False,2018-02-08,1.0,0.019632414369256473,0.9803675856307436,4.0751045457158535
229,137,aKloNmy1oNo,47210,386762.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12947,13911,2018-02-09,【⚠️閲注、早食い】【大食い】ペンネアラビアータ（3kg）30分チャレンジ‼️【MAX鈴木】【マックス鈴木】,MAX鈴木 TV,24,"大食い|""大盛り""|""デカ盛り""|""大食い王""|""早食い""|""食べ放題""|""フードファイター""|""MAX鈴木""|""マックス鈴木""|""アラビアータ""|""川崎""|""チャレンジメニュー""",47210,500,155,142.0,https://i.ytimg.com/vi/aKloNmy1oNo/default.jpg,False,False,False,2018-02-08,1.0,0.2366412213740458,0.7633587786259541,3.4211315067335404
230,138,2d0E2WcixgI,70091,16652.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6130,6572,2018-02-09,【PV】B-PROJECT SPECIAL LIVE,LOVE&ART,20,"B-PROJECT|""THRIVE""|""KiLLER KiNG""|""MooNs""|""キタコレ""",70091,4095,53,228.0,https://i.ytimg.com/vi/2d0E2WcixgI/default.jpg,False,False,False,2018-02-08,1.0,0.012777242044358728,0.9872227579556412,2.2192062951950504
231,139,QcBcYdZ_RZM,12914,5414.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7602,8164,2018-02-09,ママは心配性💧お外遊び、水遊び（≧∇≦）シャンシャン 【パンダ】giant panda,情報スタイル,22,"上野動物園|""シャンシャン""|""シンシン""|""リーリー""|""水遊び""|""パンダ""|""giant panda""|""心配性""|""ママ""",12914,126,5,0.0,https://i.ytimg.com/vi/QcBcYdZ_RZM/default.jpg,False,False,False,2018-02-08,1.0,0.03816793893129771,0.9618320610687024,3.376789248222092
232,141,hyglh5FHuPg,16261,129443.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17258,18527,2018-02-09,＜平昌五輪＞世界中が(ある意味)泣く？君は生き残れるか!?お湯無し･暖房無し･防寒薄っ！チケットずっと発売中！,KAZUYA CHANNEL GX,25,"KAZUYA|""KAZUYA Channel""|""KCGX""|""カズヤ""|""カズヤチャンネル""|""オンザボード""|""和田憲治""|""平昌オリンピック""|""平昌五輪""|""葛西紀明""|""スキージャンプ""|""ボランティアスタッフ""|""選手村""",16261,319,36,53.0,https://i.ytimg.com/vi/hyglh5FHuPg/default.jpg,False,False,False,2018-02-08,1.0,0.10140845070422536,0.8985915492957747,4.31651538078793
